collapse,years,DAPever,DAPimp,LME,genus,species
0,2003,0,0,9,308,498
0,2003,0,0,9,309,503
0,2003,0,0,9,309,499
0,2003,0,0,9,311,510
1,2003,0,0,9,321,527
1,2003,0,0,9,326,535
0,2003,0,0,9,326,537
0,2003,0,0,9,333,544
0,2003,0,0,9,344,563
0,2003,0,0,9,344,559
0,2003,0,0,9,347,576
0,2003,0,0,9,358,596
1,2003,0,0,9,365,608
1,2003,0,0,9,369,615
0,2003,0,0,9,373,625
0,2003,0,0,9,373,621
1,2003,0,0,9,377,635
0,2003,0,0,9,399,668
0,2003,0,0,9,403,673
0,2003,0,0,9,404,674
1,2003,0,0,9,410,688
0,2003,0,0,9,419,707
1,2003,0,0,9,422,714
0,2003,0,0,9,423,715
0,2003,0,0,9,429,731
0,2003,0,0,9,439,753
1,2003,0,0,9,453,771
1,2003,0,0,9,454,780
0,2003,0,0,9,454,781
0,2003,0,0,9,454,785
0,2003,0,0,9,454,772
0,2003,0,0,9,486,838
1,2003,0,0,9,487,839
1,2003,0,0,9,490,846
1,2003,0,0,9,493,851
0,2003,0,0,9,494,853
0,2003,0,0,9,508,870
0,2003,0,0,9,510,875
0,2003,0,0,9,516,885
0,2003,0,0,9,516,883
1,2003,0,0,9,517,889
0,2003,0,0,9,524,899
0,2003,0,0,9,525,900
0,2003,0,0,9,533,912
0,2003,0,0,9,538,923
0,2003,0,0,9,540,925
0,2003,0,0,9,541,933
0,2003,0,0,9,549,942
0,2003,0,0,9,551,946
1,2003,0,0,9,555,952
1,2003,0,0,9,555,950
1,2003,0,0,9,558,956
0,2003,0,0,9,571,985
0,2003,0,0,9,580,1005
0,2003,0,0,9,582,1009
0,2003,0,0,9,582,1007
0,2003,0,0,9,585,1017
0,2003,0,0,9,594,1029
1,2003,0,0,9,599,1036
0,2003,0,0,9,605,1045
0,2003,0,0,9,607,1047
1,2003,0,0,9,609,1054
0,2003,0,0,9,612,1059
0,2003,0,0,9,614,1062
1,2003,0,0,9,614,1061
0,2003,0,0,9,616,1065
1,2003,0,0,9,625,1074
1,2003,0,0,9,631,1080
1,2003,0,0,9,641,1093
1,2003,0,0,9,641,1095
0,2003,0,0,9,647,1103
1,2003,0,0,9,647,1104
1,2003,0,0,9,647,1106
0,2003,0,0,9,647,1107
0,2003,0,0,9,648,1111
0,2003,0,0,9,651,1115
0,2003,0,0,9,661,1131
0,2003,0,0,9,661,1139
1,2003,0,0,9,661,1140
1,2003,0,0,9,661,1130
1,2003,0,0,9,667,1146
0,2003,0,0,9,673,1156
1,2003,0,0,9,674,1159
0,2003,0,0,9,680,1168
0,2003,0,0,9,684,1174
1,2003,0,0,10,10,19
1,2003,0,0,10,10,14
1,2003,0,0,10,38,62
1,2003,0,0,10,46,72
0,2003,0,0,10,47,74
0,2003,0,0,10,142,214
1,2003,0,0,10,152,231
1,2003,0,0,10,169,265
1,2003,0,0,10,172,270
0,2003,0,0,10,173,277
0,2003,0,0,10,173,280
0,2003,0,0,10,194,308
1,2003,0,0,10,230,375
1,2003,0,0,10,292,467
0,2003,0,0,10,297,475
1,2003,0,0,10,297,478
0,2003,0,0,10,306,494
0,2003,0,0,10,306,496
0,2003,0,0,10,343,558
1,2003,0,0,10,352,587
0,2003,0,0,10,364,605
0,2003,0,0,10,364,607
0,2003,0,0,10,365,608
0,2003,0,0,10,368,613
0,2003,0,0,10,368,614
0,2003,0,0,10,368,611
1,2003,0,0,10,373,621
0,2003,0,0,10,381,643
0,2003,0,0,10,399,668
0,2003,0,0,10,415,696
1,2003,0,0,10,425,722
1,2003,0,0,10,449,764
1,2003,0,0,10,453,771
1,2003,0,0,10,454,781
1,2003,0,0,10,468,814
0,2003,0,0,10,490,846
0,2003,0,0,10,516,885
0,2003,0,0,10,516,887
1,2003,0,0,10,516,883
1,2003,0,0,10,518,890
0,2003,0,0,10,519,891
1,2003,0,0,10,532,910
0,2003,0,0,10,538,923
1,2003,0,0,10,539,924
1,2003,0,0,10,550,945
1,2003,0,0,10,555,952
1,2003,0,0,10,555,953
1,2003,0,0,10,563,973
0,2003,0,0,10,566,978
0,2003,0,0,10,569,982
0,2003,0,0,10,569,983
0,2003,0,0,10,580,1005
1,2003,0,0,10,593,1028
1,2003,0,0,10,594,1029
0,2003,0,0,10,607,1047
0,2003,0,0,10,611,1057
1,2003,0,0,10,614,1062
0,2003,0,0,10,647,1109
1,2003,0,0,10,661,1135
0,2003,0,0,10,661,1139
1,2003,0,0,10,661,1130
1,2003,0,0,10,669,1149
1,2003,0,0,10,673,1158
0,2003,0,0,10,679,1166
0,2003,0,0,10,680,1168
0,2003,0,0,10,684,1174
0,2003,0,0,11,2,2
0,2003,0,0,11,4,6
0,2003,0,0,11,9,12
0,2003,0,0,11,9,13
1,2003,0,0,11,10,21
0,2003,0,0,11,10,14
0,2003,0,0,11,19,36
0,2003,0,0,11,25,42
0,2003,0,0,11,30,50
0,2003,0,0,11,34,58
0,2003,0,0,11,41,67
0,2003,0,0,11,44,70
0,2003,0,0,11,45,71
0,2003,0,0,11,47,74
0,2003,0,0,11,48,76
0,2003,0,0,11,52,82
0,2003,0,0,11,54,86
0,2003,0,0,11,55,87
0,2003,0,0,11,67,101
0,2003,0,0,11,69,103
1,2003,0,0,11,75,112
0,2003,0,0,11,78,115
0,2003,0,0,11,82,125
0,2003,0,0,11,82,127
0,2003,0,0,11,87,132
0,2003,0,0,11,89,134
0,2003,0,0,11,90,139
0,2003,0,0,11,91,141
0,2003,0,0,11,97,153
0,2003,0,0,11,103,160
0,2003,0,0,11,110,170
0,2003,0,0,11,124,188
1,2003,0,0,11,126,191
0,2003,0,0,11,135,205
0,2003,0,0,11,136,206
0,2003,0,0,11,138,210
0,2003,0,0,11,143,215
0,2003,0,0,11,149,227
0,2003,0,0,11,151,229
0,2003,0,0,11,153,232
0,2003,0,0,11,154,234
0,2003,0,0,11,154,233
1,2003,0,0,11,159,242
0,2003,0,0,11,160,243
0,2003,0,0,11,166,256
0,2003,0,0,11,177,285
1,2003,0,0,11,183,292
1,2003,0,0,11,184,293
1,2003,0,0,11,193,305
1,2003,0,0,11,194,310
0,2003,0,0,11,196,313
0,2003,0,0,11,199,317
0,2003,0,0,11,204,335
0,2003,0,0,11,206,340
1,2003,0,0,11,207,341
0,2003,0,0,11,210,344
1,2003,0,0,11,216,352
0,2003,0,0,11,219,356
1,2003,0,0,11,221,362
0,2003,0,0,11,225,368
0,2003,0,0,11,228,373
1,2003,0,0,11,236,382
1,2003,0,0,11,237,383
1,2003,0,0,11,240,393
1,2003,0,0,11,248,403
1,2003,0,0,11,249,406
0,2003,0,0,11,250,407
0,2003,0,0,11,251,408
0,2003,0,0,11,264,429
0,2003,0,0,11,265,431
0,2003,0,0,11,266,433
0,2003,0,0,11,266,432
0,2003,0,0,11,270,442
0,2003,0,0,11,272,444
0,2003,0,0,11,278,451
0,2003,0,0,11,287,461
0,2003,0,0,11,290,465
1,2003,0,0,11,308,498
0,2003,0,0,11,309,501
1,2003,0,0,11,309,499
0,2003,0,0,11,314,513
0,2003,0,0,11,315,516
1,2003,0,0,11,315,514
0,2003,0,0,11,320,526
0,2003,0,0,11,326,535
0,2003,0,0,11,326,536
1,2003,0,0,11,344,559
1,2003,0,0,11,351,584
0,2003,0,0,11,353,588
0,2003,0,0,11,354,592
0,2003,0,0,11,362,602
0,2003,0,0,11,365,608
0,2003,0,0,11,367,610
0,2003,0,0,11,373,623
0,2003,0,0,11,373,621
0,2003,0,0,11,374,627
1,2003,0,0,11,377,635
0,2003,0,0,11,380,638
0,2003,0,0,11,383,647
0,2003,0,0,11,399,668
0,2003,0,0,11,404,674
0,2003,0,0,11,405,676
1,2003,0,0,11,405,677
1,2003,0,0,11,405,678
0,2003,0,0,11,405,680
0,2003,0,0,11,405,681
0,2003,0,0,11,405,682
1,2003,0,0,11,407,684
0,2003,0,0,11,408,685
1,2003,0,0,11,412,690
0,2003,0,0,11,415,697
0,2003,0,0,11,425,722
0,2003,0,0,11,428,730
0,2003,0,0,11,429,731
0,2003,0,0,11,431,738
0,2003,0,0,11,434,742
1,2003,0,0,11,434,741
0,2003,0,0,11,435,745
0,2003,0,0,11,445,759
1,2003,0,0,11,448,763
0,2003,0,0,11,454,772
0,2003,0,0,11,475,824
0,2003,0,0,11,478,829
0,2003,0,0,11,480,831
0,2003,0,0,11,493,851
0,2003,0,0,11,494,853
0,2003,0,0,11,498,857
0,2003,0,0,11,500,860
0,2003,0,0,11,516,883
0,2003,0,0,11,517,889
1,2003,0,0,11,518,890
1,2003,0,0,11,522,897
0,2003,0,0,11,525,900
0,2003,0,0,11,526,901
0,2003,0,0,11,533,912
1,2003,0,0,11,538,921
1,2003,0,0,11,540,925
0,2003,0,0,11,541,933
1,2003,0,0,11,544,937
0,2003,0,0,11,546,939
0,2003,0,0,11,551,946
0,2003,0,0,11,555,951
0,2003,0,0,11,555,952
0,2003,0,0,11,555,950
0,2003,0,0,11,559,967
0,2003,0,0,11,560,969
0,2003,0,0,11,565,977
0,2003,0,0,11,566,978
1,2003,0,0,11,572,987
1,2003,0,0,11,572,988
1,2003,0,0,11,572,989
1,2003,0,0,11,572,990
0,2003,0,0,11,572,992
1,2003,0,0,11,572,994
1,2003,0,0,11,572,995
0,2003,0,0,11,573,997
0,2003,0,0,11,577,1002
0,2003,0,0,11,578,1003
1,2003,0,0,11,582,1009
0,2003,0,0,11,582,1007
1,2003,0,0,11,585,1017
0,2003,0,0,11,589,1022
1,2003,0,0,11,591,1024
0,2003,0,0,11,604,1042
0,2003,0,0,11,608,1051
1,2003,0,0,11,612,1059
0,2003,0,0,11,614,1062
0,2003,0,0,11,619,1068
1,2003,0,0,11,622,1071
1,2003,0,0,11,625,1074
0,2003,0,0,11,627,1076
0,2003,0,0,11,628,1077
1,2003,0,0,11,641,1095
0,2003,0,0,11,644,1099
0,2003,0,0,11,646,1101
0,2003,0,0,11,647,1103
0,2003,0,0,11,647,1104
0,2003,0,0,11,647,1107
0,2003,0,0,11,647,1108
0,2003,0,0,11,651,1114
0,2003,0,0,11,654,1118
0,2003,0,0,11,658,1123
1,2003,0,0,11,661,1138
1,2003,0,0,11,661,1130
0,2003,0,0,11,664,1143
1,2003,0,0,11,666,1145
0,2003,0,0,11,671,1153
0,2003,0,0,11,675,1160
0,2003,0,0,11,678,1165
0,2003,0,0,11,680,1168
0,2003,0,0,11,685,1175
0,2003,0,0,11,687,1178
1,2003,0,0,12,2,2
0,2003,0,0,12,4,6
1,2003,0,0,12,6,8
0,2003,0,0,12,7,9
0,2003,0,0,12,9,13
1,2003,0,0,12,10,14
0,2003,0,0,12,22,39
0,2003,0,0,12,32,56
0,2003,0,0,12,34,58
0,2003,0,0,12,38,62
0,2003,0,0,12,38,63
0,2003,0,0,12,52,84
1,2003,0,0,12,52,82
1,2003,0,0,12,54,86
0,2003,0,0,12,57,90
0,2003,0,0,12,60,93
0,2003,0,0,12,63,97
0,2003,0,0,12,65,99
0,2003,0,0,12,66,100
0,2003,0,0,12,67,101
1,2003,0,0,12,68,102
0,2003,0,0,12,70,104
0,2003,0,0,12,73,110
0,2003,0,0,12,87,132
1,2003,0,0,12,89,138
0,2003,0,0,12,89,134
1,2003,0,0,12,90,139
0,2003,0,0,12,96,151
0,2003,0,0,12,100,156
0,2003,0,0,12,102,158
0,2003,0,0,12,102,159
0,2003,0,0,12,105,163
0,2003,0,0,12,106,164
0,2003,0,0,12,130,199
0,2003,0,0,12,145,217
0,2003,0,0,12,146,221
0,2003,0,0,12,149,227
0,2003,0,0,12,150,228
0,2003,0,0,12,154,233
1,2003,0,0,12,155,238
0,2003,0,0,12,158,241
0,2003,0,0,12,159,242
0,2003,0,0,12,164,254
0,2003,0,0,12,166,256
1,2003,0,0,12,167,262
1,2003,0,0,12,167,263
0,2003,0,0,12,167,259
1,2003,0,0,12,169,266
0,2003,0,0,12,169,267
0,2003,0,0,12,170,268
0,2003,0,0,12,172,270
0,2003,0,0,12,173,277
1,2003,0,0,12,173,280
0,2003,0,0,12,190,301
0,2003,0,0,12,191,303
0,2003,0,0,12,193,305
0,2003,0,0,12,194,308
0,2003,0,0,12,199,318
1,2003,0,0,12,199,324
1,2003,0,0,12,199,317
0,2003,0,0,12,201,331
1,2003,0,0,12,203,333
0,2003,0,0,12,206,339
1,2003,0,0,12,207,341
0,2003,0,0,12,208,342
0,2003,0,0,12,215,351
0,2003,0,0,12,216,352
0,2003,0,0,12,222,364
1,2003,0,0,12,223,365
0,2003,0,0,12,224,367
0,2003,0,0,12,236,382
1,2003,0,0,12,237,383
0,2003,0,0,12,243,396
0,2003,0,0,12,250,407
0,2003,0,0,12,253,411
0,2003,0,0,12,264,429
1,2003,0,0,12,265,430
0,2003,0,0,12,266,433
0,2003,0,0,12,270,442
0,2003,0,0,12,273,446
1,2003,0,0,12,276,449
1,2003,0,0,12,292,467
0,2003,0,0,12,295,472
0,2003,0,0,12,296,473
0,2003,0,0,12,297,477
0,2003,0,0,12,297,478
0,2003,0,0,12,298,479
0,2003,0,0,12,304,491
1,2003,0,0,12,308,498
1,2003,0,0,12,309,499
0,2003,0,0,12,311,507
0,2003,0,0,12,315,514
0,2003,0,0,12,320,526
1,2003,0,0,12,326,535
0,2003,0,0,12,326,537
0,2003,0,0,12,327,538
0,2003,0,0,12,344,567
1,2003,0,0,12,344,570
1,2003,0,0,12,344,559
0,2003,0,0,12,347,579
0,2003,0,0,12,347,576
0,2003,0,0,12,349,581
0,2003,0,0,12,361,601
0,2003,0,0,12,362,602
0,2003,0,0,12,365,608
0,2003,0,0,12,368,611
0,2003,0,0,12,370,617
0,2003,0,0,12,372,620
1,2003,0,0,12,373,625
0,2003,0,0,12,373,621
0,2003,0,0,12,377,635
0,2003,0,0,12,380,638
0,2003,0,0,12,381,643
1,2003,0,0,12,389,657
0,2003,0,0,12,399,668
0,2003,0,0,12,400,670
1,2003,0,0,12,403,673
1,2003,0,0,12,404,674
0,2003,0,0,12,409,687
0,2003,0,0,12,418,704
1,2003,0,0,12,418,702
0,2003,0,0,12,419,710
0,2003,0,0,12,419,707
1,2003,0,0,12,420,712
1,2003,0,0,12,421,713
0,2003,0,0,12,423,715
0,2003,0,0,12,439,753
0,2003,0,0,12,449,764
1,2003,0,0,12,449,765
0,2003,0,0,12,451,769
0,2003,0,0,12,453,771
1,2003,0,0,12,454,780
1,2003,0,0,12,454,781
0,2003,0,0,12,454,785
0,2003,0,0,12,454,772
0,2003,0,0,12,464,809
0,2003,0,0,12,464,808
0,2003,0,0,12,468,814
0,2003,0,0,12,471,817
0,2003,0,0,12,471,818
1,2003,0,0,12,473,821
0,2003,0,0,12,478,829
0,2003,0,0,12,485,837
0,2003,0,0,12,486,838
1,2003,0,0,12,487,839
1,2003,0,0,12,489,843
0,2003,0,0,12,489,844
0,2003,0,0,12,490,846
1,2003,0,0,12,493,851
0,2003,0,0,12,494,853
0,2003,0,0,12,508,871
0,2003,0,0,12,508,872
0,2003,0,0,12,508,873
1,2003,0,0,12,508,870
0,2003,0,0,12,509,874
1,2003,0,0,12,511,876
0,2003,0,0,12,515,882
0,2003,0,0,12,516,885
0,2003,0,0,12,516,887
0,2003,0,0,12,516,883
1,2003,0,0,12,517,889
0,2003,0,0,12,525,900
0,2003,0,0,12,533,912
0,2003,0,0,12,538,923
0,2003,0,0,12,539,924
0,2003,0,0,12,540,926
0,2003,0,0,12,540,931
0,2003,0,0,12,540,925
0,2003,0,0,12,549,943
0,2003,0,0,12,551,946
0,2003,0,0,12,555,952
1,2003,0,0,12,555,953
0,2003,0,0,12,555,950
0,2003,0,0,12,559,968
1,2003,0,0,12,560,969
0,2003,0,0,12,561,970
0,2003,0,0,12,563,974
0,2003,0,0,12,566,978
0,2003,0,0,12,569,982
0,2003,0,0,12,569,983
0,2003,0,0,12,571,985
1,2003,0,0,12,576,1000
0,2003,0,0,12,579,1004
0,2003,0,0,12,580,1005
0,2003,0,0,12,582,1007
0,2003,0,0,12,585,1017
0,2003,0,0,12,593,1028
0,2003,0,0,12,593,1026
0,2003,0,0,12,594,1029
0,2003,0,0,12,599,1036
0,2003,0,0,12,600,1037
1,2003,0,0,12,601,1038
0,2003,0,0,12,604,1042
1,2003,0,0,12,605,1044
0,2003,0,0,12,605,1045
0,2003,0,0,12,606,1046
0,2003,0,0,12,607,1047
0,2003,0,0,12,609,1054
1,2003,0,0,12,614,1062
0,2003,0,0,12,615,1064
1,2003,0,0,12,616,1065
0,2003,0,0,12,625,1074
0,2003,0,0,12,626,1075
0,2003,0,0,12,631,1080
0,2003,0,0,12,640,1092
1,2003,0,0,12,641,1093
1,2003,0,0,12,641,1096
1,2003,0,0,12,647,1103
0,2003,0,0,12,647,1104
0,2003,0,0,12,647,1107
0,2003,0,0,12,647,1109
1,2003,0,0,12,651,1115
0,2003,0,0,12,654,1118
0,2003,0,0,12,658,1123
1,2003,0,0,12,661,1135
0,2003,0,0,12,661,1139
1,2003,0,0,12,661,1140
0,2003,0,0,12,661,1130
0,2003,0,0,12,666,1145
0,2003,0,0,12,667,1146
0,2003,0,0,12,669,1149
0,2003,0,0,12,670,1151
0,2003,0,0,12,673,1156
1,2003,0,0,12,673,1158
0,2003,0,0,12,680,1168
0,2003,0,0,12,683,1172
0,2003,0,0,12,684,1174
1,2003,0,0,12,685,1175
1,2003,0,0,12,687,1179
0,2003,0,0,13,2,2
0,2003,0,0,13,4,6
0,2003,0,0,13,6,8
0,2003,0,0,13,10,21
0,2003,0,0,13,25,42
0,2003,0,0,13,26,43
0,2003,0,0,13,26,44
1,2003,0,0,13,30,52
0,2003,0,0,13,30,53
0,2003,0,0,13,34,58
0,2003,0,0,13,52,82
0,2003,0,0,13,54,86
0,2003,0,0,13,57,90
0,2003,0,0,13,67,101
1,2003,0,0,13,75,112
0,2003,0,0,13,77,114
0,2003,0,0,13,79,118
0,2003,0,0,13,87,132
0,2003,0,0,13,89,135
0,2003,0,0,13,89,136
0,2003,0,0,13,89,134
0,2003,0,0,13,90,139
0,2003,0,0,13,91,141
0,2003,0,0,13,102,158
0,2003,0,0,13,103,161
0,2003,0,0,13,103,160
0,2003,0,0,13,107,166
1,2003,0,0,13,110,169
0,2003,0,0,13,110,170
0,2003,0,0,13,124,188
0,2003,0,0,13,149,227
0,2003,0,0,13,154,236
0,2003,0,0,13,154,237
1,2003,0,0,13,155,238
0,2003,0,0,13,159,242
1,2003,0,0,13,160,245
0,2003,0,0,13,160,243
1,2003,0,0,13,166,256
0,2003,0,0,13,175,283
0,2003,0,0,13,176,284
1,2003,0,0,13,183,292
0,2003,0,0,13,190,302
0,2003,0,0,13,193,305
0,2003,0,0,13,199,323
1,2003,0,0,13,199,325
0,2003,0,0,13,199,328
0,2003,0,0,13,199,317
1,2003,0,0,13,203,333
0,2003,0,0,13,206,339
0,2003,0,0,13,206,340
0,2003,0,0,13,207,341
1,2003,0,0,13,221,362
0,2003,0,0,13,222,363
0,2003,0,0,13,223,366
0,2003,0,0,13,224,367
0,2003,0,0,13,236,382
1,2003,0,0,13,237,383
0,2003,0,0,13,240,393
0,2003,0,0,13,243,397
0,2003,0,0,13,243,396
0,2003,0,0,13,250,407
0,2003,0,0,13,264,429
0,2003,0,0,13,265,430
0,2003,0,0,13,268,440
1,2003,0,0,13,270,442
0,2003,0,0,13,272,444
0,2003,0,0,13,273,446
0,2003,0,0,13,285,459
0,2003,0,0,13,287,461
0,2003,0,0,13,307,497
1,2003,0,0,13,309,499
0,2003,0,0,13,312,511
0,2003,0,0,13,314,513
0,2003,0,0,13,315,517
0,2003,0,0,13,315,520
0,2003,0,0,13,315,521
0,2003,0,0,13,315,514
0,2003,0,0,13,326,537
0,2003,0,0,13,327,538
1,2003,0,0,13,334,545
1,2003,0,0,13,339,551
0,2003,0,0,13,340,553
1,2003,0,0,13,347,576
0,2003,0,0,13,353,589
1,2003,0,0,13,353,590
0,2003,0,0,13,360,600
1,2003,0,0,13,363,604
0,2003,0,0,13,364,605
0,2003,0,0,13,364,606
0,2003,0,0,13,365,608
0,2003,0,0,13,366,609
0,2003,0,0,13,367,610
0,2003,0,0,13,372,620
1,2003,0,0,13,373,621
0,2003,0,0,13,377,635
1,2003,0,0,13,381,640
0,2003,0,0,13,399,668
0,2003,0,0,13,400,670
0,2003,0,0,13,401,671
0,2003,0,0,13,403,673
1,2003,0,0,13,406,683
0,2003,0,0,13,408,686
0,2003,0,0,13,414,693
0,2003,0,0,13,429,732
0,2003,0,0,13,429,731
0,2003,0,0,13,430,737
0,2003,0,0,13,431,738
0,2003,0,0,13,434,741
0,2003,0,0,13,439,753
0,2003,0,0,13,450,768
0,2003,0,0,13,453,771
0,2003,0,0,13,454,773
0,2003,0,0,13,454,775
0,2003,0,0,13,454,778
0,2003,0,0,13,454,785
0,2003,0,0,13,454,790
1,2003,0,0,13,454,792
0,2003,0,0,13,454,772
1,2003,0,0,13,458,798
0,2003,0,0,13,458,797
0,2003,0,0,13,461,804
0,2003,0,0,13,472,820
0,2003,0,0,13,478,829
0,2003,0,0,13,482,833
0,2003,0,0,13,486,838
0,2003,0,0,13,488,841
0,2003,0,0,13,490,846
0,2003,0,0,13,492,848
0,2003,0,0,13,493,851
0,2003,0,0,13,494,853
1,2003,0,0,13,496,855
0,2003,0,0,13,515,882
0,2003,0,0,13,516,883
1,2003,0,0,13,517,889
0,2003,0,0,13,525,900
0,2003,0,0,13,529,907
0,2003,0,0,13,533,912
1,2003,0,0,13,538,923
0,2003,0,0,13,540,926
1,2003,0,0,13,540,927
0,2003,0,0,13,540,925
0,2003,0,0,13,546,939
0,2003,0,0,13,551,946
1,2003,0,0,13,555,952
0,2003,0,0,13,555,950
0,2003,0,0,13,559,959
0,2003,0,0,13,559,960
0,2003,0,0,13,559,964
0,2003,0,0,13,559,967
0,2003,0,0,13,559,958
0,2003,0,0,13,560,969
0,2003,0,0,13,574,998
0,2003,0,0,13,576,1001
0,2003,0,0,13,577,1002
0,2003,0,0,13,582,1008
0,2003,0,0,13,582,1007
0,2003,0,0,13,585,1017
0,2003,0,0,13,589,1021
0,2003,0,0,13,595,1030
0,2003,0,0,13,599,1036
0,2003,0,0,13,604,1042
0,2003,0,0,13,605,1044
1,2003,0,0,13,608,1053
1,2003,0,0,13,612,1059
1,2003,0,0,13,614,1061
0,2003,0,0,13,625,1074
0,2003,0,0,13,627,1076
0,2003,0,0,13,628,1077
0,2003,0,0,13,631,1080
1,2003,0,0,13,641,1093
0,2003,0,0,13,641,1096
1,2003,0,0,13,647,1103
1,2003,0,0,13,647,1104
0,2003,0,0,13,647,1105
0,2003,0,0,13,647,1107
1,2003,0,0,13,647,1109
0,2003,0,0,13,650,1113
0,2003,0,0,13,658,1125
0,2003,0,0,13,658,1123
0,2003,0,0,13,666,1145
0,2003,0,0,13,667,1146
1,2003,0,0,13,671,1153
0,2003,0,0,13,678,1165
0,2003,0,0,13,680,1168
0,2003,0,0,13,681,1169
0,2003,0,0,13,685,1175
0,2003,0,0,13,687,1178
0,2003,0,0,14,8,10
0,2003,0,0,14,9,13
0,2003,0,0,14,10,16
0,2003,0,0,14,10,17
0,2003,0,0,14,10,14
0,2003,0,0,14,12,23
1,2003,0,0,14,13,24
1,2003,0,0,14,16,31
1,2003,0,0,14,16,29
0,2003,0,0,14,22,39
0,2003,0,0,14,29,48
0,2003,0,0,14,29,47
0,2003,0,0,14,32,56
1,2003,0,0,14,47,74
0,2003,0,0,14,54,86
0,2003,0,0,14,56,88
1,2003,0,0,14,60,94
1,2003,0,0,14,60,93
1,2003,0,0,14,63,97
0,2003,0,0,14,65,99
1,2003,0,0,14,67,101
1,2003,0,0,14,72,109
0,2003,0,0,14,74,111
0,2003,0,0,14,80,119
0,2003,0,0,14,82,126
0,2003,0,0,14,84,129
0,2003,0,0,14,86,131
0,2003,0,0,14,87,132
0,2003,0,0,14,94,149
0,2003,0,0,14,96,151
0,2003,0,0,14,102,158
0,2003,0,0,14,102,159
1,2003,0,0,14,105,163
0,2003,0,0,14,106,164
0,2003,0,0,14,106,165
0,2003,0,0,14,121,182
0,2003,0,0,14,121,184
0,2003,0,0,14,121,185
0,2003,0,0,14,123,187
0,2003,0,0,14,128,196
0,2003,0,0,14,128,197
0,2003,0,0,14,138,208
0,2003,0,0,14,145,217
0,2003,0,0,14,150,228
1,2003,0,0,14,152,231
1,2003,0,0,14,154,234
1,2003,0,0,14,154,233
0,2003,0,0,14,155,238
0,2003,0,0,14,162,250
0,2003,0,0,14,163,251
0,2003,0,0,14,164,254
0,2003,0,0,14,165,255
0,2003,0,0,14,169,266
1,2003,0,0,14,169,267
0,2003,0,0,14,170,268
0,2003,0,0,14,172,275
0,2003,0,0,14,173,277
0,2003,0,0,14,173,280
1,2003,0,0,14,186,295
0,2003,0,0,14,194,308
0,2003,0,0,14,198,316
1,2003,0,0,14,199,324
0,2003,0,0,14,203,334
1,2003,0,0,14,203,333
1,2003,0,0,14,207,341
0,2003,0,0,14,210,345
0,2003,0,0,14,210,346
0,2003,0,0,14,211,347
1,2003,0,0,14,212,348
0,2003,0,0,14,216,352
0,2003,0,0,14,217,353
0,2003,0,0,14,227,371
0,2003,0,0,14,228,372
1,2003,0,0,14,236,382
0,2003,0,0,14,237,387
0,2003,0,0,14,242,395
1,2003,0,0,14,248,404
0,2003,0,0,14,249,405
0,2003,0,0,14,253,411
0,2003,0,0,14,254,412
0,2003,0,0,14,255,413
1,2003,0,0,14,262,427
0,2003,0,0,14,266,433
1,2003,0,0,14,270,442
0,2003,0,0,14,273,446
0,2003,0,0,14,274,447
0,2003,0,0,14,276,449
0,2003,0,0,14,291,466
0,2003,0,0,14,292,469
0,2003,0,0,14,292,467
0,2003,0,0,14,297,475
0,2003,0,0,14,297,477
0,2003,0,0,14,297,478
0,2003,0,0,14,299,482
0,2003,0,0,14,301,484
0,2003,0,0,14,304,491
0,2003,0,0,14,305,493
0,2003,0,0,14,305,492
0,2003,0,0,14,308,498
0,2003,0,0,14,309,499
0,2003,0,0,14,310,504
0,2003,0,0,14,311,508
1,2003,0,0,14,321,528
0,2003,0,0,14,321,527
0,2003,0,0,14,325,534
0,2003,0,0,14,336,548
1,2003,0,0,14,341,555
0,2003,0,0,14,343,558
0,2003,0,0,14,344,567
0,2003,0,0,14,344,559
0,2003,0,0,14,349,582
1,2003,0,0,14,349,581
0,2003,0,0,14,352,587
0,2003,0,0,14,354,591
0,2003,0,0,14,359,598
0,2003,0,0,14,359,599
0,2003,0,0,14,359,597
0,2003,0,0,14,361,601
0,2003,0,0,14,362,602
1,2003,0,0,14,365,608
0,2003,0,0,14,368,614
0,2003,0,0,14,373,621
1,2003,0,0,14,377,635
0,2003,0,0,14,378,636
1,2003,0,0,14,380,638
1,2003,0,0,14,381,642
1,2003,0,0,14,381,643
0,2003,0,0,14,381,639
0,2003,0,0,14,384,648
0,2003,0,0,14,389,657
0,2003,0,0,14,390,658
1,2003,0,0,14,399,668
1,2003,0,0,14,400,670
0,2003,0,0,14,400,669
0,2003,0,0,14,404,674
1,2003,0,0,14,413,691
1,2003,0,0,14,415,696
1,2003,0,0,14,418,703
1,2003,0,0,14,418,705
1,2003,0,0,14,418,706
1,2003,0,0,14,419,710
1,2003,0,0,14,420,711
1,2003,0,0,14,420,712
0,2003,0,0,14,421,713
1,2003,0,0,14,422,714
0,2003,0,0,14,423,717
0,2003,0,0,14,423,719
1,2003,0,0,14,423,715
0,2003,0,0,14,449,765
0,2003,0,0,14,450,768
0,2003,0,0,14,451,769
0,2003,0,0,14,462,806
0,2003,0,0,14,464,809
1,2003,0,0,14,464,808
0,2003,0,0,14,468,814
0,2003,0,0,14,477,827
0,2003,0,0,14,483,834
0,2003,0,0,14,483,835
0,2003,0,0,14,484,836
1,2003,0,0,14,487,839
1,2003,0,0,14,492,848
